排序组,舆情场景,场景代码,方法,参数名,参数值,干预概率,重复次数,初始极化率,无干预最终极化率,干预后最终极化率,极化率降低量,观点均值_初始,观点均值_无干预,观点均值_干预后,观点标准差_初始,观点标准差_无干预,观点标准差_干预后,干预接受率
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.5,10,27.0%,69.8%,39.8%,30.0%,0.3428,0.2348,0.2762,0.1761,0.1893,0.1589,49.4%
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.6,10,27.0%,69.8%,31.0%,38.8%,0.3428,0.2348,0.2899,0.1761,0.1893,0.1502,50.1%
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.7,10,27.0%,69.8%,25.6%,44.2%,0.3428,0.2348,0.3034,0.1761,0.1893,0.1520,50.1%
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.8,10,27.0%,69.8%,20.2%,49.6%,0.3428,0.2348,0.3213,0.1761,0.1893,0.1493,49.8%
TimeRank,普遍差评,negative_bias,scarcity,K,20,0.9,10,27.0%,69.8%,16.0%,53.8%,0.3428,0.2348,0.3593,0.1761,0.1893,0.1642,49.4%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.1,10,27.0%,69.8%,63.6%,6.2%,0.3428,0.2348,0.2400,0.1761,0.1893,0.1789,47.7%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.2,10,27.0%,69.8%,59.2%,10.6%,0.3428,0.2348,0.2421,0.1761,0.1893,0.1703,49.1%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.3,10,27.0%,69.8%,53.8%,16.0%,0.3428,0.2348,0.2511,0.1761,0.1893,0.1678,48.7%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.4,10,27.0%,69.8%,49.6%,20.2%,0.3428,0.2348,0.2659,0.1761,0.1893,0.1740,49.3%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.5,10,27.0%,69.8%,45.2%,24.6%,0.3428,0.2348,0.2737,0.1761,0.1893,0.1757,49.3%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.6,10,27.0%,69.8%,34.4%,35.4%,0.3428,0.2348,0.2809,0.1761,0.1893,0.1505,49.6%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.7,10,27.0%,69.8%,32.8%,37.0%,0.3428,0.2348,0.2850,0.1761,0.1893,0.1475,49.6%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.8,10,27.0%,69.8%,27.6%,42.2%,0.3428,0.2348,0.3074,0.1761,0.1893,0.1551,49.0%
TimeRank,普遍差评,negative_bias,scarcity,K,30,0.9,10,27.0%,69.8%,22.8%,47.0%,0.3428,0.2348,0.3307,0.1761,0.1893,0.1543,49.8%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.1,10,27.0%,69.8%,41.2%,28.6%,0.3428,0.2348,0.2665,0.1761,0.1893,0.1427,50.6%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.2,10,27.0%,69.8%,20.0%,49.8%,0.3428,0.2348,0.3186,0.1761,0.1893,0.1350,54.6%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.3,10,27.0%,69.8%,12.8%,57.0%,0.3428,0.2348,0.3633,0.1761,0.1893,0.1290,57.1%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.4,10,27.0%,69.8%,10.0%,59.8%,0.3428,0.2348,0.3939,0.1761,0.1893,0.1279,59.6%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.5,10,27.0%,69.8%,6.6%,63.2%,0.3428,0.2348,0.4111,0.1761,0.1893,0.1169,62.3%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.6,10,27.0%,69.8%,6.4%,63.4%,0.3428,0.2348,0.4252,0.1761,0.1893,0.1106,65.5%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.7,10,27.0%,69.8%,5.6%,64.2%,0.3428,0.2348,0.4343,0.1761,0.1893,0.1057,68.7%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.8,10,27.0%,69.8%,5.4%,64.4%,0.3428,0.2348,0.4427,0.1761,0.1893,0.1050,70.3%
TimeRank,普遍差评,negative_bias,suppression,Gamma,0.5,0.9,10,27.0%,69.8%,5.6%,64.2%,0.3428,0.2348,0.4428,0.1761,0.1893,0.1052,70.8%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.1,10,27.0%,69.8%,29.2%,40.6%,0.3428,0.2348,0.2950,0.1761,0.1893,0.1419,52.0%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.2,10,27.0%,69.8%,15.0%,54.8%,0.3428,0.2348,0.3535,0.1761,0.1893,0.1352,55.6%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.3,10,27.0%,69.8%,8.8%,61.0%,0.3428,0.2348,0.3953,0.1761,0.1893,0.1239,59.0%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.4,10,27.0%,69.8%,9.4%,60.4%,0.3428,0.2348,0.4031,0.1761,0.1893,0.1252,61.7%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.5,10,27.0%,69.8%,6.6%,63.2%,0.3428,0.2348,0.4282,0.1761,0.1893,0.1143,64.8%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.6,10,27.0%,69.8%,6.4%,63.4%,0.3428,0.2348,0.4365,0.1761,0.1893,0.1068,68.1%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.7,10,27.0%,69.8%,5.6%,64.2%,0.3428,0.2348,0.4435,0.1761,0.1893,0.1041,69.8%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.8,10,27.0%,69.8%,6.4%,63.4%,0.3428,0.2348,0.4423,0.1761,0.1893,0.1058,70.5%
TimeRank,普遍差评,negative_bias,suppression,Gamma,1.0,0.9,10,27.0%,69.8%,6.0%,63.8%,0.3428,0.2348,0.4437,0.1761,0.1893,0.1055,70.7%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.1,10,27.0%,69.8%,31.6%,38.2%,0.3428,0.2348,0.3009,0.1761,0.1893,0.1494,50.5%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.2,10,27.0%,69.8%,14.8%,55.0%,0.3428,0.2348,0.3751,0.1761,0.1893,0.1427,54.8%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.3,10,27.0%,69.8%,10.6%,59.2%,0.3428,0.2348,0.3988,0.1761,0.1893,0.1299,58.8%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.4,10,27.0%,69.8%,9.2%,60.6%,0.3428,0.2348,0.4159,0.1761,0.1893,0.1243,62.0%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.5,10,27.0%,69.8%,8.8%,61.0%,0.3428,0.2348,0.4318,0.1761,0.1893,0.1227,65.4%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.6,10,27.0%,69.8%,7.6%,62.2%,0.3428,0.2348,0.4372,0.1761,0.1893,0.1186,67.2%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.7,10,27.0%,69.8%,7.6%,62.2%,0.3428,0.2348,0.4416,0.1761,0.1893,0.1146,68.9%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.8,10,27.0%,69.8%,6.2%,63.6%,0.3428,0.2348,0.4428,0.1761,0.1893,0.1061,69.8%
TimeRank,普遍差评,negative_bias,suppression,Gamma,2.0,0.9,10,27.0%,69.8%,6.2%,63.6%,0.3428,0.2348,0.4429,0.1761,0.1893,0.1041,70.9%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.1,10,18.4%,69.8%,58.4%,11.4%,0.5173,0.3955,0.3756,0.2195,0.3107,0.2804,44.2%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.2,10,18.4%,69.8%,50.2%,19.6%,0.5173,0.3955,0.3615,0.2195,0.3107,0.2543,45.7%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.3,10,18.4%,69.8%,36.6%,33.2%,0.5173,0.3955,0.3763,0.2195,0.3107,0.2424,46.3%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.4,10,18.4%,69.8%,33.0%,36.8%,0.5173,0.3955,0.3816,0.2195,0.3107,0.2342,46.9%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.5,10,18.4%,69.8%,26.8%,43.0%,0.5173,0.3955,0.3715,0.2195,0.3107,0.2128,48.6%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.6,10,18.4%,69.8%,23.0%,46.8%,0.5173,0.3955,0.3774,0.2195,0.3107,0.2028,50.2%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.7,10,18.4%,69.8%,15.2%,54.6%,0.5173,0.3955,0.3909,0.2195,0.3107,0.1915,50.5%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.8,10,18.4%,69.8%,12.2%,57.6%,0.5173,0.3955,0.4026,0.2195,0.3107,0.1855,50.6%
TimeRank,理性讨论(钟型),consensus,scarcity,K,10,0.9,10,18.4%,69.8%,10.0%,59.8%,0.5173,0.3955,0.4497,0.2195,0.3107,0.1817,50.0%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.1,10,18.4%,69.8%,58.0%,11.8%,0.5173,0.3955,0.3787,0.2195,0.3107,0.2796,44.6%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.2,10,18.4%,69.8%,55.6%,14.2%,0.5173,0.3955,0.3729,0.2195,0.3107,0.2715,44.8%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.3,10,18.4%,69.8%,45.4%,24.4%,0.5173,0.3955,0.3671,0.2195,0.3107,0.2478,45.5%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.4,10,18.4%,69.8%,41.2%,28.6%,0.5173,0.3955,0.3720,0.2195,0.3107,0.2422,45.8%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.5,10,18.4%,69.8%,34.8%,35.0%,0.5173,0.3955,0.3741,0.2195,0.3107,0.2306,45.9%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.6,10,18.4%,69.8%,29.8%,40.0%,0.5173,0.3955,0.3643,0.2195,0.3107,0.2125,47.8%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.7,10,18.4%,69.8%,23.8%,46.0%,0.5173,0.3955,0.3818,0.2195,0.3107,0.2040,48.1%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.8,10,18.4%,69.8%,18.6%,51.2%,0.5173,0.3955,0.3909,0.2195,0.3107,0.1979,48.5%
TimeRank,理性讨论(钟型),consensus,scarcity,K,20,0.9,10,18.4%,69.8%,12.6%,57.2%,0.5173,0.3955,0.4055,0.2195,0.3107,0.1822,48.6%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.1,10,18.4%,69.8%,63.0%,6.8%,0.5173,0.3955,0.3908,0.2195,0.3107,0.2944,41.9%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.2,10,18.4%,69.8%,57.4%,12.4%,0.5173,0.3955,0.3861,0.2195,0.3107,0.2793,43.5%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.3,10,18.4%,69.8%,50.6%,19.2%,0.5173,0.3955,0.3746,0.2195,0.3107,0.2646,43.7%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.4,10,18.4%,69.8%,45.6%,24.2%,0.5173,0.3955,0.3895,0.2195,0.3107,0.2618,44.5%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.5,10,18.4%,69.8%,43.2%,26.6%,0.5173,0.3955,0.3772,0.2195,0.3107,0.2504,45.3%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.6,10,18.4%,69.8%,40.0%,29.8%,0.5173,0.3955,0.3764,0.2195,0.3107,0.2415,46.1%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.7,10,18.4%,69.8%,31.4%,38.4%,0.5173,0.3955,0.3720,0.2195,0.3107,0.2185,46.9%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.8,10,18.4%,69.8%,26.2%,43.6%,0.5173,0.3955,0.3936,0.2195,0.3107,0.2133,47.2%
TimeRank,理性讨论(钟型),consensus,scarcity,K,30,0.9,10,18.4%,69.8%,20.0%,49.8%,0.5173,0.3955,0.3902,0.2195,0.3107,0.1915,49.0%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.1,10,18.4%,69.8%,39.2%,30.6%,0.5173,0.3955,0.3687,0.2195,0.3107,0.2352,46.8%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.2,10,18.4%,69.8%,23.0%,46.8%,0.5173,0.3955,0.3959,0.2195,0.3107,0.1976,52.1%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.3,10,18.4%,69.8%,16.6%,53.2%,0.5173,0.3955,0.4233,0.2195,0.3107,0.1780,55.2%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.4,10,18.4%,69.8%,12.2%,57.6%,0.5173,0.3955,0.4437,0.2195,0.3107,0.1644,58.1%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.5,10,18.4%,69.8%,9.6%,60.2%,0.5173,0.3955,0.4650,0.2195,0.3107,0.1486,61.0%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.6,10,18.4%,69.8%,10.6%,59.2%,0.5173,0.3955,0.4771,0.2195,0.3107,0.1448,64.0%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.7,10,18.4%,69.8%,7.8%,62.0%,0.5173,0.3955,0.4777,0.2195,0.3107,0.1296,67.9%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.8,10,18.4%,69.8%,5.4%,64.4%,0.5173,0.3955,0.4799,0.2195,0.3107,0.1207,69.6%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,0.5,0.9,10,18.4%,69.8%,7.0%,62.8%,0.5173,0.3955,0.4792,0.2195,0.3107,0.1206,70.5%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.1,10,18.4%,69.8%,30.4%,39.4%,0.5173,0.3955,0.3689,0.2195,0.3107,0.2126,49.5%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.2,10,18.4%,69.8%,17.0%,52.8%,0.5173,0.3955,0.4279,0.2195,0.3107,0.1843,53.9%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.3,10,18.4%,69.8%,14.0%,55.8%,0.5173,0.3955,0.4565,0.2195,0.3107,0.1710,57.1%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.4,10,18.4%,69.8%,10.8%,59.0%,0.5173,0.3955,0.4643,0.2195,0.3107,0.1535,60.7%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.5,10,18.4%,69.8%,9.6%,60.2%,0.5173,0.3955,0.4780,0.2195,0.3107,0.1429,64.0%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.6,10,18.4%,69.8%,8.8%,61.0%,0.5173,0.3955,0.4786,0.2195,0.3107,0.1342,66.9%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.7,10,18.4%,69.8%,7.0%,62.8%,0.5173,0.3955,0.4808,0.2195,0.3107,0.1236,69.5%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.8,10,18.4%,69.8%,5.4%,64.4%,0.5173,0.3955,0.4804,0.2195,0.3107,0.1176,70.4%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,1.0,0.9,10,18.4%,69.8%,6.0%,63.8%,0.5173,0.3955,0.4808,0.2195,0.3107,0.1188,70.5%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.1,10,18.4%,69.8%,32.2%,37.6%,0.5173,0.3955,0.3913,0.2195,0.3107,0.2247,48.4%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.2,10,18.4%,69.8%,18.8%,51.0%,0.5173,0.3955,0.4494,0.2195,0.3107,0.1944,53.2%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.3,10,18.4%,69.8%,13.8%,56.0%,0.5173,0.3955,0.4632,0.2195,0.3107,0.1685,57.5%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.4,10,18.4%,69.8%,13.2%,56.6%,0.5173,0.3955,0.4729,0.2195,0.3107,0.1592,61.0%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.5,10,18.4%,69.8%,10.8%,59.0%,0.5173,0.3955,0.4840,0.2195,0.3107,0.1444,64.2%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.6,10,18.4%,69.8%,10.6%,59.2%,0.5173,0.3955,0.4833,0.2195,0.3107,0.1433,66.7%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.7,10,18.4%,69.8%,7.8%,62.0%,0.5173,0.3955,0.4826,0.2195,0.3107,0.1311,68.7%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.8,10,18.4%,69.8%,6.4%,63.4%,0.5173,0.3955,0.4813,0.2195,0.3107,0.1221,69.4%
TimeRank,理性讨论(钟型),consensus,suppression,Gamma,2.0,0.9,10,18.4%,69.8%,5.0%,64.8%,0.5173,0.3955,0.4790,0.2195,0.3107,0.1172,70.5%
TimeRank,无序状态,random,scarcity,K,10,0.1,10,40.2%,74.0%,65.8%,8.2%,0.5141,0.4090,0.3858,0.2877,0.3262,0.2957,44.3%
TimeRank,无序状态,random,scarcity,K,10,0.2,10,40.2%,74.0%,57.8%,16.2%,0.5141,0.4090,0.3670,0.2877,0.3262,0.2765,46.3%
TimeRank,无序状态,random,scarcity,K,10,0.3,10,40.2%,74.0%,42.8%,31.2%,0.5141,0.4090,0.3663,0.2877,0.3262,0.2519,46.8%
TimeRank,无序状态,random,scarcity,K,10,0.4,10,40.2%,74.0%,39.6%,34.4%,0.5141,0.4090,0.3677,0.2877,0.3262,0.2437,47.3%
TimeRank,无序状态,random,scarcity,K,10,0.5,10,40.2%,74.0%,30.8%,43.2%,0.5141,0.4090,0.3717,0.2877,0.3262,0.2338,48.1%
TimeRank,无序状态,random,scarcity,K,10,0.6,10,40.2%,74.0%,23.6%,50.4%,0.5141,0.4090,0.3808,0.2877,0.3262,0.2180,49.5%
TimeRank,无序状态,random,scarcity,K,10,0.7,10,40.2%,74.0%,20.4%,53.6%,0.5141,0.4090,0.3875,0.2877,0.3262,0.2067,49.9%
TimeRank,无序状态,random,scarcity,K,10,0.8,10,40.2%,74.0%,17.0%,57.0%,0.5141,0.4090,0.4053,0.2877,0.3262,0.2030,49.8%
TimeRank,无序状态,random,scarcity,K,10,0.9,10,40.2%,74.0%,16.6%,57.4%,0.5141,0.4090,0.4386,0.2877,0.3262,0.2022,49.1%
TimeRank,无序状态,random,scarcity,K,20,0.1,10,40.2%,74.0%,67.4%,6.6%,0.5141,0.4090,0.3956,0.2877,0.3262,0.3021,44.3%
TimeRank,无序状态,random,scarcity,K,20,0.2,10,40.2%,74.0%,60.6%,13.4%,0.5141,0.4090,0.3831,0.2877,0.3262,0.2852,45.1%
TimeRank,无序状态,random,scarcity,K,20,0.3,10,40.2%,74.0%,52.0%,22.0%,0.5141,0.4090,0.3738,0.2877,0.3262,0.2707,45.6%
TimeRank,无序状态,random,scarcity,K,20,0.4,10,40.2%,74.0%,49.0%,25.0%,0.5141,0.4090,0.3684,0.2877,0.3262,0.2605,45.9%
TimeRank,无序状态,random,scarcity,K,20,0.5,10,40.2%,74.0%,44.0%,30.0%,0.5141,0.4090,0.3721,0.2877,0.3262,0.2530,45.8%
TimeRank,无序状态,random,scarcity,K,20,0.6,10,40.2%,74.0%,37.6%,36.4%,0.5141,0.4090,0.3656,0.2877,0.3262,0.2369,47.2%
TimeRank,无序状态,random,scarcity,K,20,0.7,10,40.2%,74.0%,32.0%,42.0%,0.5141,0.4090,0.3785,0.2877,0.3262,0.2298,47.6%
TimeRank,无序状态,random,scarcity,K,20,0.8,10,40.2%,74.0%,23.6%,50.4%,0.5141,0.4090,0.3767,0.2877,0.3262,0.2129,47.8%
TimeRank,无序状态,random,scarcity,K,20,0.9,10,40.2%,74.0%,18.8%,55.2%,0.5141,0.4090,0.3983,0.2877,0.3262,0.2058,47.9%
TimeRank,无序状态,random,scarcity,K,30,0.1,10,40.2%,74.0%,70.6%,3.4%,0.5141,0.4090,0.3974,0.2877,0.3262,0.3108,42.8%
TimeRank,无序状态,random,scarcity,K,30,0.2,10,40.2%,74.0%,65.8%,8.2%,0.5141,0.4090,0.3869,0.2877,0.3262,0.2972,44.2%
TimeRank,无序状态,random,scarcity,K,30,0.3,10,40.2%,74.0%,59.0%,15.0%,0.5141,0.4090,0.3868,0.2877,0.3262,0.2883,44.0%
TimeRank,无序状态,random,scarcity,K,30,0.4,10,40.2%,74.0%,54.2%,19.8%,0.5141,0.4090,0.3813,0.2877,0.3262,0.2800,44.9%
TimeRank,无序状态,random,scarcity,K,30,0.5,10,40.2%,74.0%,51.2%,22.8%,0.5141,0.4090,0.3831,0.2877,0.3262,0.2724,45.4%
TimeRank,无序状态,random,scarcity,K,30,0.6,10,40.2%,74.0%,43.6%,30.4%,0.5141,0.4090,0.3836,0.2877,0.3262,0.2589,46.0%
TimeRank,无序状态,random,scarcity,K,30,0.7,10,40.2%,74.0%,36.8%,37.2%,0.5141,0.4090,0.3878,0.2877,0.3262,0.2476,46.4%
TimeRank,无序状态,random,scarcity,K,30,0.8,10,40.2%,74.0%,32.2%,41.8%,0.5141,0.4090,0.3748,0.2877,0.3262,0.2245,46.9%
TimeRank,无序状态,random,scarcity,K,30,0.9,10,40.2%,74.0%,25.2%,48.8%,0.5141,0.4090,0.3918,0.2877,0.3262,0.2132,48.3%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.1,10,40.2%,74.0%,48.6%,25.4%,0.5141,0.4090,0.3818,0.2877,0.3262,0.2654,46.4%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.2,10,40.2%,74.0%,28.6%,45.4%,0.5141,0.4090,0.4045,0.2877,0.3262,0.2227,50.6%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.3,10,40.2%,74.0%,23.6%,50.4%,0.5141,0.4090,0.4369,0.2877,0.3262,0.2087,53.0%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.4,10,40.2%,74.0%,20.4%,53.6%,0.5141,0.4090,0.4564,0.2877,0.3262,0.1943,55.6%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.5,10,40.2%,74.0%,16.0%,58.0%,0.5141,0.4090,0.4700,0.2877,0.3262,0.1792,57.9%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.6,10,40.2%,74.0%,15.0%,59.0%,0.5141,0.4090,0.4799,0.2877,0.3262,0.1692,61.1%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.7,10,40.2%,74.0%,13.0%,61.0%,0.5141,0.4090,0.4855,0.2877,0.3262,0.1588,63.9%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.8,10,40.2%,74.0%,10.0%,64.0%,0.5141,0.4090,0.4836,0.2877,0.3262,0.1461,66.0%
TimeRank,无序状态,random,suppression,Gamma,0.5,0.9,10,40.2%,74.0%,12.2%,61.8%,0.5141,0.4090,0.4890,0.2877,0.3262,0.1504,66.6%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.1,10,40.2%,74.0%,41.2%,32.8%,0.5141,0.4090,0.3906,0.2877,0.3262,0.2512,48.1%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.2,10,40.2%,74.0%,25.8%,48.2%,0.5141,0.4090,0.4437,0.2877,0.3262,0.2186,51.5%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.3,10,40.2%,74.0%,20.4%,53.6%,0.5141,0.4090,0.4637,0.2877,0.3262,0.1957,54.7%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.4,10,40.2%,74.0%,18.8%,55.2%,0.5141,0.4090,0.4713,0.2877,0.3262,0.1878,57.4%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.5,10,40.2%,74.0%,17.0%,57.0%,0.5141,0.4090,0.4832,0.2877,0.3262,0.1780,59.9%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.6,10,40.2%,74.0%,14.4%,59.6%,0.5141,0.4090,0.4830,0.2877,0.3262,0.1613,62.9%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.7,10,40.2%,74.0%,12.0%,62.0%,0.5141,0.4090,0.4870,0.2877,0.3262,0.1524,65.0%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.8,10,40.2%,74.0%,11.8%,62.2%,0.5141,0.4090,0.4900,0.2877,0.3262,0.1485,65.9%
TimeRank,无序状态,random,suppression,Gamma,1.0,0.9,10,40.2%,74.0%,12.2%,61.8%,0.5141,0.4090,0.4863,0.2877,0.3262,0.1469,67.1%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.1,10,40.2%,74.0%,40.6%,33.4%,0.5141,0.4090,0.4084,0.2877,0.3262,0.2560,46.6%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.2,10,40.2%,74.0%,27.6%,46.4%,0.5141,0.4090,0.4588,0.2877,0.3262,0.2233,50.7%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.3,10,40.2%,74.0%,22.2%,51.8%,0.5141,0.4090,0.4757,0.2877,0.3262,0.2000,54.4%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.4,10,40.2%,74.0%,19.4%,54.6%,0.5141,0.4090,0.4847,0.2877,0.3262,0.1869,57.3%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.5,10,40.2%,74.0%,17.6%,56.4%,0.5141,0.4090,0.4902,0.2877,0.3262,0.1773,60.2%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.6,10,40.2%,74.0%,16.8%,57.2%,0.5141,0.4090,0.4945,0.2877,0.3262,0.1743,62.0%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.7,10,40.2%,74.0%,14.4%,59.6%,0.5141,0.4090,0.4887,0.2877,0.3262,0.1598,64.0%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.8,10,40.2%,74.0%,12.8%,61.2%,0.5141,0.4090,0.4893,0.2877,0.3262,0.1535,65.4%
TimeRank,无序状态,random,suppression,Gamma,2.0,0.9,10,40.2%,74.0%,11.0%,63.0%,0.5141,0.4090,0.4874,0.2877,0.3262,0.1459,66.8%
